id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
deepdive-18,Deep-Dive,Committee Review Panel (CP-5C),"As a QA lead, I want semantic committee findings by lane so that I can track remediation.","""Committee Review · CP-5C""; empty state if none; each finding shows severity tag, lane, description, module+claim id, required_remediation; populated from live runs.",DecisionRail expands; live run findings,caos/frontend/src/components/deepdive/rails.tsx:36,GET /api/runs/{runId}/qa,Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"empty state if none; each finding shows severity tag, lane, description, module+claim id, required_remediation; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET {}/qa: run_id(required)","happy: DecisionRail expands; live run findings → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-19,Deep-Dive,Issuer Q&A Chat,"As an analyst, I want to ask follow-up questions about the issuer so that I get answers grounded in module outputs/evidence.","""ASK {code}"" button / ⌘K opens fixed chat (408×560); persists per localStorage; 4 starter prompts first open; evidence-sync grounds answers; send disabled if busy/empty; replies cite CP-x/E-xx; Esc closes; clear empties.",click ASK or ⌘K/Ctrl+K,caos/frontend/src/components/deepdive/IssuerChat.tsx,POST /api/chat/issuer,Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"send disabled if busy/empty; Esc closes; API unreachable/timeout → bounded failure state, no hang (axios 20s default); corrupt/absent localStorage → silent defaults; validation: POST chat/issuer: messages(required)","happy: click ASK or ⌘K/Ctrl+K → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-20,Deep-Dive,Chat Context Seeding,"As the chat system, I want to ground Q&A in ATLF run outputs so that answers are specific.","First message auto-includes DEAL/thesis/verdict/sizing/capstack/recovery/covenants/triggers/drivers/current module; if evidence focused, includes E-xx section/doc/page/passage; capped 60K chars.",askIssuer() call,caos/frontend/src/components/deepdive/IssuerChat.tsx:19,POST /api/chat/issuer,Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST chat/issuer: messages(required)","happy: askIssuer() call → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected; responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-21,Deep-Dive,Chat History (LocalStorage),"As an analyst, I want chat history to persist across reloads so that I can resume.","Messages in localStorage caos-chat-atlf-2641; clear button removes all; user right (blue), assistant left (orange border on error); auto-scroll; busy ""querying run outputs…"".",chat open; message sent,caos/frontend/src/components/deepdive/IssuerChat.tsx:79,none (localStorage),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"user right (blue), assistant left (orange border on error); corrupt/absent localStorage → silent defaults","happy: chat open; message sent → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-22,Deep-Dive,Layout Toggle (Core/Base/Dense),"As an analyst, I want three content layouts so that I can choose workflow-first or conclusion-first.",core/base/dense toggle; current highlighted; saves to localStorage caos.deepdive.layout; wide screens default base; affects register defaultOpen + grid column count.,click layout button,caos/frontend/src/app/deepdive/page.tsx:178,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,corrupt/absent localStorage → silent defaults,"happy: click layout button → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-23,Deep-Dive,Live Run Overlay,"As an analyst reviewing a live issuer, I want live module outputs when they exist so that I analyze the actual run.","For non-reference issuers with completed runs, live outputs override seeded for CP-0/CP-1/CP-5/CP-5B via adaptModule(); LIVE badge shown; silent fallback to seeded if no run/fetch fails.",page load ?issuer (non-reference) with live run,caos/frontend/src/lib/engine/useLiveRun.ts,GET /api/runs/{runId}/modules/{moduleId},Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"silent fallback to seeded if no run/fetch fails; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET modules/{}: run_id(required); module_id(required)","happy: page load ?issuer (non-reference) with live run → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-24,Deep-Dive,Seeded vs Live Caveat,"As an analyst, I want to know template vs live output so that I don't mistake template figures for analysis.","Caveat adapts: reference ""RUN #2641 · X/Y complete""; loading ""checking for live run…""; live ""live engine output · bespoke tabs show ATLF reference template""; noRun ""no run for {code} · figures are the ATLF reference template, not this issuer"".",page load; caveat resolves,caos/frontend/src/app/deepdive/page.tsx:161,GET /api/runs/{runId},Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"noRun ""no run for {code} · figures are the ATLF reference template, not this issuer""; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET runs/{}: run_id(required)","happy: page load; caveat resolves → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-25,Deep-Dive,Module Gate & Unlock,"As an analyst, I want to see modules awaiting upstream then unlock so that I can track progress.","Locked module shows lock 55% opacity; selecting shows ""{gateId} {state} … output unlocks when producing module clears its gate""; unlocks and re-renders when gate clears; dot pulses if running.",module locked; run progresses,caos/frontend/src/app/deepdive/page.tsx:142,GET /api/runs/{runId} (live),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET runs/{}: run_id(required)","happy: module locked; run progresses → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-26,Deep-Dive,Honesty Caveat (Non-Reference Issuers),"As a user, I want clear labeling of ATLF reference vs live so that I never confuse template with real data.","Non-reference + noRun: large warning ""no run for {ticker} · figures are the ATLF reference template, not this issuer"" (role=note); bespoke tabs always ATLF fixture content.","non-reference issuer, no run/loading",caos/frontend/src/app/deepdive/page.tsx:64,GET /api/issuers/{issuerId},Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,"Non-reference + noRun: large warning ""no run for {ticker} · figures are the ATLF reference template, not this issuer"" (role=note); API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET issuers/{}: issuer_id(required)","happy: non-reference issuer, no run/loading → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
deepdive-27,Deep-Dive,Responsive Three-Pane Layout,"As an analyst on narrow screens, I want adaptive panes so that sidebars don't starve analysis.","Grid ""{rail?330:42}px minmax(0,1fr) {decision?352:42}px""; evidence rail starts collapsed; decision auto-collapses below ~1280px; wide ≥1536px auto-expands layers; internal scroll.",page load; resize; toggle,caos/frontend/src/app/deepdive/page.tsx:127,none (client-only),Pass,"Pass — RUN #2641 24/24; evidence modal, layout toggle, CP-4 covenants tab, issuer chat (offline graceful 200) verified",,,steady-state only (static render),"happy: page load; resize; toggle → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
